# [0]SEQN, [1]Timestamp, [2]Fix_Mode, [3]Num_SV, [4]GPS_Week, [5]TOW, [6]Latitude, [7]Longitude, [8]Ellipsoid_Altitude, [9]MSL_Altitude, [10]GDOP, [11]PDOP, [12]HDOP, [13]VDOP, [14]TDOP, [15]ECEF_X, [16]ECEF_Y, [17]ECEF_Z, [18]ECEF_VX, [19]ECEF_VY, [20]ECEF_VZ
100787,118030409649809,2,10,1854,66008.34,43.8010359,-120.6583415,5159.44,5178.64,1.73,1.55,0.87,1.28,0.76,-2353029.73,-3969525.38,4395733.71,2.29,5.77,-5.88
100790,118030459202479,2,10,1854,66008.39,43.8010363,-120.6583418,5159.18,5178.38,1.73,1.55,0.87,1.28,0.76,-2353029.64,-3969525.2,4395733.56,2.26,5.7,-5.76
100792,118030509526826,2,10,1854,66008.44,43.8010366,-120.658342,5158.91,5178.11,1.73,1.55,0.87,1.28,0.76,-2353029.54,-3969525.0,4395733.39,2.23,5.6,-5.62
100795,118030558633140,2,10,1854,66008.49,43.8010369,-120.6583422,5158.65,5177.85,1.73,1.55,0.87,1.28,0.76,-2353029.44,-3969524.81,4395733.23,2.19,5.48,-5.47
100797,118030608869905,2,10,1854,66008.54,43.8010373,-120.6583423,5158.35,5177.55,1.73,1.55,0.87,1.28,0.76,-2353029.33,-3969524.59,4395733.06,2.2,5.39,-5.3
100800,118030658384582,2,10,1854,66008.59,43.8010374,-120.6583427,5158.09,5177.29,1.73,1.55,0.87,1.28,0.76,-2353029.26,-3969524.41,4395732.89,2.09,5.23,-5.12
100802,118030708698173,2,10,1854,66008.64,43.8010377,-120.6583429,5157.81,5177.01,1.73,1.55,0.87,1.28,0.76,-2353029.15,-3969524.2,4395732.73,2.08,5.13,-4.95
100805,118030757983001,2,10,1854,66008.69,43.801038,-120.6583433,5157.55,5176.75,1.73,1.55,0.87,1.28,0.76,-2353029.07,-3969524.0,4395732.56,2.0,5.0,-4.77
100807,118030808404846,2,10,1854,66008.74,43.8010384,-120.6583436,5157.26,5176.46,1.73,1.55,0.87,1.28,0.76,-2353028.97,-3969523.79,4395732.39,1.99,4.92,-4.64
100810,118030857433427,2,10,1854,66008.79,43.8010388,-120.6583437,5156.98,5176.18,1.73,1.55,0.87,1.28,0.76,-2353028.86,-3969523.58,4395732.24,1.97,4.83,-4.5
100812,118030908117736,2,10,1854,66008.84,43.8010392,-120.6583439,5156.7,5175.9,1.73,1.55,0.87,1.28,0.76,-2353028.75,-3969523.37,4395732.07,1.87,4.1,-3.3
100815,118030957169923,2,10,1854,66008.89,43.8010396,-120.6583441,5156.43,5175.63,1.73,1.55,0.87,1.28,0.76,-2353028.65,-3969523.18,4395731.92,1.53,4.04,-3.13
100817,118031011625242,2,10,1854,66008.94,43.8010398,-120.6583447,5156.18,5175.38,1.73,1.55,0.87,1.28,0.76,-2353028.59,-3969522.98,4395731.76,1.39,3.98,-3.09
100820,118031056866051,2,10,1854,66008.99,43.8010399,-120.6583452,5155.87,5175.07,1.73,1.55,0.87,1.28,0.76,-2353028.51,-3969522.75,4395731.56,1.61,4.19,-3.58
100822,118031107330080,2,10,1854,66009.04,43.80104,-120.6583458,5155.57,5174.77,1.73,1.55,0.87,1.28,0.76,-2353028.44,-3969522.54,4395731.36,1.5,4.15,-3.56
100825,118031157362839,2,10,1854,66009.09,43.8010402,-120.6583464,5155.25,5174.45,1.73,1.55,0.87,1.28,0.76,-2353028.35,-3969522.31,4395731.15,1.75,4.4,-3.82
100827,118031207416341,2,10,1854,66009.14,43.8010406,-120.6583466,5154.9,5174.1,1.73,1.55,0.87,1.28,0.76,-2353028.23,-3969522.05,4395730.94,2.27,4.95,-3.89
100830,118031256829398,2,10,1854,66009.19,43.8010408,-120.658347,5154.56,5173.76,1.73,1.55,0.87,1.28,0.76,-2353028.12,-3969521.81,4395730.73,2.04,4.78,-4.16
100832,118031307260881,2,10,1854,66009.24,43.8010411,-120.6583475,5154.2,5173.4,1.73,1.55,0.87,1.28,0.76,-2353028.01,-3969521.55,4395730.49,1.14,4.53,-4.1
100835,118031356559189,2,10,1854,66009.29,43.8010414,-120.6583479,5153.84,5173.04,1.73,1.55,0.87,1.28,0.76,-2353027.89,-3969521.28,4395730.27,2.09,5.14,-4.37
100837,118031406600748,2,10,1854,66009.34,43.8010422,-120.6583479,5153.41,5172.61,1.73,1.55,0.87,1.28,0.76,-2353027.7,-3969520.97,4395730.03,2.23,5.23,-4.39
100840,118031456149507,2,10,1854,66009.39,43.8010425,-120.6583484,5153.01,5172.21,1.73,1.55,0.87,1.28,0.76,-2353027.58,-3969520.68,4395729.79,2.3,5.4,-4.5
100842,118031506611441,2,10,1854,66009.44,43.8010428,-120.6583488,5152.58,5171.78,1.73,1.55,0.87,1.28,0.76,-2353027.44,-3969520.38,4395729.51,1.88,5.37,-4.71
100845,118031556022752,2,10,1854,66009.49,43.8010431,-120.6583493,5152.19,5171.39,1.73,1.55,0.87,1.28,0.76,-2353027.31,-3969520.09,4395729.27,2.22,5.52,-4.61
100847,118031606585467,2,10,1854,66009.54,43.8010435,-120.6583497,5151.75,5170.95,1.73,1.55,0.87,1.28,0.76,-2353027.17,-3969519.78,4395728.99,1.57,5.24,-4.71
100850,118031655604689,2,10,1854,66009.59,43.8010439,-120.65835,5151.34,5170.54,1.73,1.55,0.87,1.28,0.76,-2353027.02,-3969519.48,4395728.74,2.3,5.72,-4.77
100852,118031705876236,2,10,1854,66009.64,43.8010443,-120.6583505,5150.91,5170.11,1.73,1.55,0.87,1.28,0.76,-2353026.88,-3969519.17,4395728.48,1.68,5.45,-4.61
100855,118031755452372,2,10,1854,66009.69,43.8010447,-120.658351,5150.5,5169.7,1.73,1.55,0.87,1.28,0.76,-2353026.75,-3969518.87,4395728.22,2.16,5.56,-4.77
100857,118031805979259,2,10,1854,66009.74,43.8010449,-120.6583515,5150.07,5169.27,1.73,1.55,0.87,1.28,0.76,-2353026.61,-3969518.56,4395727.95,1.88,5.57,-4.85
100860,118031855026836,2,10,1854,66009.79,43.8010453,-120.658352,5149.67,5168.87,1.73,1.55,0.87,1.28,0.76,-2353026.49,-3969518.27,4395727.69,1.88,5.61,-4.79
100862,118031911043108,2,10,1854,66009.84,43.8010455,-120.6583526,5149.26,5168.46,1.73,1.55,0.87,1.28,0.76,-2353026.37,-3969517.98,4395727.43,1.83,5.46,-4.88
100865,118031960071898,2,10,1854,66009.89,43.8010457,-120.6583533,5148.86,5168.06,1.73,1.55,0.87,1.28,0.76,-2353026.26,-3969517.69,4395727.17,1.77,5.56,-4.83
100868,118032014884595,2,10,1854,66009.94,43.8010459,-120.6583539,5148.48,5167.68,1.73,1.55,0.87,1.28,0.76,-2353026.16,-3969517.41,4395726.92,1.55,5.5,-4.79
100870,118032059582947,2,10,1854,66009.99,43.8010458,-120.6583551,5148.13,5167.33,1.73,1.55,0.87,1.28,0.76,-2353026.11,-3969517.15,4395726.67,1.44,5.31,-4.66
100872,118032111264379,2,10,1854,66010.04,43.8010458,-120.6583562,5147.78,5166.98,1.73,1.55,0.87,1.28,0.76,-2353026.07,-3969516.89,4395726.42,1.51,5.52,-4.88
100875,118032159326846,2,10,1854,66010.09,43.8010459,-120.6583571,5147.41,5166.61,1.73,1.55,0.87,1.28,0.76,-2353025.98,-3969516.62,4395726.18,1.69,5.65,-4.87
100877,118032209656011,2,10,1854,66010.14,43.8010458,-120.6583582,5147.04,5166.24,1.73,1.55,0.87,1.28,0.76,-2353025.93,-3969516.35,4395725.92,1.68,5.5,-4.98
100880,118032258925545,2,10,1854,66010.19,43.801046,-120.6583591,5146.67,5165.87,1.73,1.55,0.87,1.28,0.76,-2353025.85,-3969516.07,4395725.68,1.64,5.79,-4.77
100882,118032308968710,2,10,1854,66010.24,43.8010459,-120.6583607,5146.38,5165.58,1.73,1.55,0.87,1.28,0.76,-2353025.86,-3969515.83,4395725.47,1.51,5.7,-4.75
100885,118032358862485,2,10,1854,66010.29,43.8010461,-120.6583617,5145.99,5165.19,1.73,1.55,0.87,1.28,0.76,-2353025.77,-3969515.54,4395725.21,1.64,5.68,-5.03
100887,118032408848799,2,10,1854,66010.34,43.8010457,-120.6583636,5145.71,5164.9,1.73,1.55,0.87,1.28,0.76,-2353025.82,-3969515.31,4395724.98,1.41,5.57,-4.97
100890,118032458575724,2,10,1854,66010.39,43.8010458,-120.6583646,5145.33,5164.53,1.73,1.55,0.87,1.28,0.76,-2353025.74,-3969515.03,4395724.73,1.54,5.72,-5.13
100892,118032508892457,2,10,1854,66010.44,43.8010454,-120.6583661,5145.02,5164.22,1.73,1.55,0.87,1.28,0.76,-2353025.75,-3969514.8,4395724.49,1.41,5.64,-5.1
100895,118032558194816,2,10,1854,66010.49,43.8010454,-120.6583674,5144.68,5163.88,1.73,1.55,0.87,1.28,0.76,-2353025.72,-3969514.54,4395724.25,1.61,5.89,-5.11
100897,118032608142648,2,10,1854,66010.54,43.8010454,-120.6583687,5144.32,5163.52,1.73,1.55,0.87,1.28,0.76,-2353025.67,-3969514.26,4395724.0,1.59,5.73,-5.11
100900,118032657793725,2,10,1854,66010.59,43.8010455,-120.6583696,5143.94,5163.14,1.73,1.55,0.87,1.28,0.76,-2353025.59,-3969513.97,4395723.75,1.52,5.72,-4.98
100902,118032708344287,2,10,1854,66010.64,43.8010456,-120.6583708,5143.56,5162.76,1.73,1.55,0.87,1.28,0.76,-2353025.53,-3969513.68,4395723.49,1.62,5.92,-5.05
100905,118032757379643,2,10,1854,66010.69,43.8010457,-120.658372,5143.19,5162.39,1.73,1.55,0.87,1.28,0.76,-2353025.47,-3969513.4,4395723.25,1.66,5.76,-5.08
100907,118032807865392,2,10,1854,66010.74,43.8010459,-120.6583732,5142.82,5162.02,1.73,1.55,0.87,1.28,0.76,-2353025.41,-3969513.11,4395723.0,1.6,5.67,-4.9
100910,118032857130805,2,10,1854,66010.79,43.801046,-120.6583744,5142.46,5161.66,1.73,1.55,0.87,1.28,0.76,-2353025.36,-3969512.83,4395722.76,1.61,5.74,-5.0
100912,118032907544199,2,10,1854,66010.84,43.8010461,-120.6583756,5142.09,5161.29,1.73,1.55,0.87,1.28,0.76,-2353025.31,-3969512.54,4395722.51,1.48,5.78,-5.05
100915,118032956547149,2,10,1854,66010.89,43.8010462,-120.6583769,5141.72,5160.92,1.73,1.55,0.87,1.28,0.76,-2353025.25,-3969512.25,4395722.27,1.6,5.84,-4.91
100917,118033011146131,2,10,1854,66010.94,43.8010464,-120.6583781,5141.34,5160.54,1.73,1.55,0.87,1.28,0.76,-2353025.19,-3969511.96,4395722.02,1.58,5.84,-5.02
100920,118033056163238,2,10,1854,66010.99,43.8010465,-120.6583792,5140.96,5160.16,1.73,1.55,0.87,1.28,0.76,-2353025.12,-3969511.67,4395721.76,1.57,5.76,-4.99
100922,118033106213807,2,10,1854,66011.04,43.8010466,-120.6583803,5140.57,5159.77,1.73,1.55,0.87,1.28,0.76,-2353025.05,-3969511.37,4395721.5,1.65,5.81,-5.02
100925,118033155796858,2,10,1854,66011.09,43.8010467,-120.6583812,5140.18,5159.38,1.73,1.55,0.87,1.28,0.76,-2353024.97,-3969511.08,4395721.25,1.59,5.81,-4.95
100927,118033206121483,2,10,1854,66011.14,43.8010469,-120.6583823,5139.81,5159.01,1.73,1.55,0.87,1.28,0.76,-2353024.9,-3969510.8,4395721.0,1.62,5.87,-4.99
100930,118033255355677,2,10,1854,66011.19,43.801047,-120.6583833,5139.43,5158.63,1.73,1.55,0.87,1.28,0.76,-2353024.82,-3969510.51,4395720.74,1.66,5.9,-4.99
100932,118033307408595,2,10,1854,66011.24,43.8010472,-120.6583843,5139.05,5158.25,1.73,1.55,0.87,1.28,0.76,-2353024.75,-3969510.23,4395720.5,1.74,5.89,-5.0
100935,118033355231646,2,10,1854,66011.29,43.8010473,-120.6583855,5138.7,5157.9,1.73,1.55,0.87,1.28,0.76,-2353024.7,-3969509.95,4395720.26,1.0,5.62,-4.88
100937,118033405499002,2,10,1854,66011.34,43.8010474,-120.6583868,5138.37,5157.57,1.73,1.55,0.87,1.28,0.76,-2353024.66,-3969509.69,4395720.04,1.26,5.79,-4.88
100940,118033454804783,2,10,1854,66011.39,43.8010476,-120.6583878,5138.01,5157.21,1.73,1.55,0.87,1.28,0.76,-2353024.59,-3969509.41,4395719.81,1.76,5.82,-4.92
100942,118033510524159,2,10,1854,66011.44,43.8010478,-120.6583889,5137.64,5156.84,1.73,1.55,0.87,1.28,0.76,-2353024.52,-3969509.12,4395719.57,1.69,6.0,-4.95
100945,118033560081858,2,10,1854,66011.49,43.8010479,-120.6583901,5137.28,5156.48,1.73,1.55,0.87,1.28,0.76,-2353024.46,-3969508.84,4395719.33,1.61,5.84,-4.9
100947,118033610201779,2,10,1854,66011.54,43.8010482,-120.6583912,5136.91,5156.11,1.73,1.55,0.87,1.28,0.76,-2353024.4,-3969508.55,4395719.1,1.67,5.89,-4.76
100950,118033659763598,2,10,1854,66011.59,43.8010485,-120.6583922,5136.54,5155.74,1.73,1.55,0.87,1.28,0.76,-2353024.32,-3969508.26,4395718.87,1.82,6.08,-4.79
100952,118033709821989,2,10,1854,66011.64,43.8010487,-120.6583934,5136.18,5155.38,1.73,1.55,0.87,1.28,0.76,-2353024.26,-3969507.97,4395718.63,1.52,5.73,-4.69
100955,118033759335688,2,10,1854,66011.69,43.8010489,-120.6583944,5135.79,5154.99,1.73,1.55,0.87,1.28,0.76,-2353024.18,-3969507.67,4395718.37,2.26,6.31,-4.96
100957,118033809395056,2,10,1854,66011.74,43.8010491,-120.6583954,5135.42,5154.62,1.73,1.55,0.87,1.28,0.76,-2353024.1,-3969507.39,4395718.14,1.65,5.93,-4.62
100960,118033858942907,2,10,1854,66011.79,43.8010495,-120.6583963,5135.05,5154.25,1.73,1.55,0.87,1.28,0.76,-2353024.02,-3969507.1,4395717.91,1.94,5.99,-4.69
100962,118033908996758,2,10,1854,66011.84,43.8010498,-120.6583973,5134.68,5153.88,1.73,1.55,0.87,1.28,0.76,-2353023.93,-3969506.81,4395717.68,1.88,6.13,-4.6
100965,118033958511155,2,10,1854,66011.89,43.80105,-120.6583983,5134.29,5153.49,1.73,1.55,0.87,1.28,0.76,-2353023.86,-3969506.51,4395717.43,1.67,5.9,-4.73
100968,118034013072912,2,10,1854,66011.94,43.8010503,-120.6583993,5133.91,5153.11,1.73,1.55,0.87,1.28,0.76,-2353023.77,-3969506.21,4395717.2,2.04,6.23,-4.54
100970,118034058116769,2,10,1854,66011.99,43.8010508,-120.6584002,5133.54,5152.74,1.73,1.55,0.87,1.28,0.76,-2353023.68,-3969505.91,4395716.98,1.99,6.07,-4.61
100972,118034109165299,2,10,1854,66012.04,43.8010512,-120.6584013,5133.17,5152.36,1.73,1.55,0.87,1.28,0.76,-2353023.6,-3969505.61,4395716.75,2.09,6.25,-4.74
100975,118034157740261,2,10,1854,66012.09,43.8010517,-120.6584023,5132.82,5152.02,1.73,1.55,0.87,1.28,0.76,-2353023.52,-3969505.32,4395716.55,2.03,6.22,-4.57
100977,118034208493643,2,10,1854,66012.14,43.8010522,-120.6584033,5132.46,5151.66,1.73,1.55,0.87,1.28,0.76,-2353023.44,-3969505.02,4395716.34,2.23,6.28,-4.6
100980,118034257493519,2,10,1854,66012.19,43.8010527,-120.6584043,5132.1,5151.3,1.73,1.55,0.87,1.28,0.76,-2353023.36,-3969504.72,4395716.13,2.0,6.28,-4.5
100982,118034307850342,2,10,1854,66012.24,43.8010533,-120.6584053,5131.74,5150.94,1.73,1.55,0.87,1.28,0.76,-2353023.27,-3969504.42,4395715.93,2.16,6.32,-4.53
100985,118034357409647,2,10,1854,66012.29,43.8010538,-120.6584064,5131.38,5150.58,1.73,1.55,0.87,1.28,0.76,-2353023.19,-3969504.12,4395715.72,1.28,5.96,-4.33
100987,118034407457421,2,10,1854,66012.34,43.8010541,-120.6584078,5131.05,5150.25,1.73,1.55,0.87,1.28,0.76,-2353023.15,-3969503.84,4395715.51,1.19,5.91,-4.31
100990,118034460314003,2,10,1854,66012.39,43.8010546,-120.6584088,5130.7,5149.9,1.73,1.55,0.87,1.28,0.76,-2353023.07,-3969503.54,4395715.31,2.1,6.51,-4.55
100992,118034507497797,2,10,1854,66012.44,43.8010553,-120.6584096,5130.32,5149.52,1.73,1.55,0.87,1.28,0.76,-2353022.97,-3969503.23,4395715.1,2.15,6.34,-4.54
100995,118034556770892,2,10,1854,66012.49,43.8010559,-120.6584104,5129.93,5149.13,1.73,1.55,0.87,1.28,0.76,-2353022.86,-3969502.91,4395714.89,2.5,6.69,-4.43
100997,118034607135816,2,10,1854,66012.54,43.8010566,-120.6584112,5129.55,5148.75,1.73,1.55,0.87,1.28,0.76,-2353022.74,-3969502.59,4395714.68,2.26,6.44,-4.35
101000,118034656181229,2,10,1854,66012.59,43.8010573,-120.658412,5129.15,5148.35,1.73,1.55,0.87,1.28,0.76,-2353022.62,-3969502.27,4395714.46,2.2,6.61,-4.42
101002,118034706235779,2,10,1854,66012.64,43.801058,-120.6584129,5128.76,5147.96,1.73,1.55,0.87,1.28,0.76,-2353022.51,-3969501.94,4395714.24,2.14,6.56,-4.27
101005,118034755793687,2,10,1854,66012.69,43.8010587,-120.6584139,5128.35,5147.55,1.73,1.55,0.87,1.28,0.76,-2353022.41,-3969501.6,4395714.01,2.22,6.64,-4.43
101007,118034806340338,2,10,1854,66012.74,43.8010596,-120.6584147,5127.98,5147.18,1.73,1.55,0.87,1.28,0.76,-2353022.29,-3969501.28,4395713.84,2.28,6.84,-4.12
101010,118034855404399,2,10,1854,66012.79,43.8010604,-120.6584156,5127.57,5146.77,1.73,1.55,0.87,1.28,0.76,-2353022.17,-3969500.94,4395713.61,2.12,6.58,-4.14
101012,118034905549672,2,10,1854,66012.84,43.8010613,-120.6584164,5127.17,5146.37,1.73,1.55,0.87,1.28,0.76,-2353022.04,-3969500.6,4395713.4,2.19,6.78,-4.17
101015,118034954964405,2,10,1854,66012.89,43.801062,-120.6584172,5126.75,5145.95,1.73,1.55,0.87,1.28,0.76,-2353021.92,-3969500.25,4395713.18,2.23,6.81,-4.24
101017,118035010026016,2,10,1854,66012.94,43.8010629,-120.6584181,5126.35,5145.55,1.73,1.55,0.87,1.28,0.76,-2353021.8,-3969499.91,4395712.97,2.07,6.85,-4.19
101020,118035054748254,2,10,1854,66012.99,43.8010637,-120.6584191,5125.93,5145.13,1.73,1.55,0.87,1.28,0.76,-2353021.68,-3969499.56,4395712.74,2.12,6.9,-4.18
101022,118035111377452,2,10,1854,66013.04,43.8010646,-120.6584199,5125.54,5144.74,1.73,1.55,0.87,1.28,0.76,-2353021.56,-3969499.22,4395712.54,1.96,6.84,-3.92
101025,118035160018763,2,10,1854,66013.09,43.8010654,-120.6584208,5125.12,5144.32,1.73,1.55,0.87,1.28,0.76,-2353021.43,-3969498.87,4395712.32,2.26,6.97,-3.9
101027,118035210218164,2,10,1854,66013.14,43.8010662,-120.6584219,5124.7,5143.9,1.73,1.55,0.87,1.28,0.76,-2353021.32,-3969498.52,4395712.09,1.87,6.97,-4.04
101030,118035259587850,2,10,1854,66013.19,43.8010669,-120.6584229,5124.29,5143.49,1.73,1.55,0.87,1.28,0.76,-2353021.21,-3969498.17,4395711.86,2.1,7.1,-4.08
101032,118035310308825,2,10,1854,66013.24,43.8010677,-120.658424,5123.87,5143.07,1.73,1.55,0.87,1.28,0.76,-2353021.1,-3969497.81,4395711.64,2.11,7.19,-4.07
101035,118035359403545,2,10,1854,66013.29,43.8010686,-120.6584253,5123.44,5142.64,1.73,1.55,0.87,1.28,0.76,-2353021.0,-3969497.44,4395711.41,1.94,7.14,-4.0
101037,118035409418076,2,10,1854,66013.34,43.8010695,-120.6584266,5123.02,5142.22,1.73,1.55,0.87,1.28,0.76,-2353020.9,-3969497.06,4395711.19,2.0,7.27,-4.03
101040,118035458952447,2,10,1854,66013.39,43.8010704,-120.6584279,5122.6,5141.8,1.73,1.55,0.87,1.28,0.76,-2353020.8,-3969496.69,4395710.98,2.04,7.41,-3.86
101042,118035508999384,2,10,1854,66013.44,43.8010714,-120.6584291,5122.16,5141.36,1.73,1.55,0.87,1.28,0.76,-2353020.68,-3969496.29,4395710.75,1.51,7.17,-3.89
101045,118035558459096,2,10,1854,66013.49,43.8010725,-120.6584303,5121.73,5140.93,1.73,1.55,0.87,1.28,0.76,-2353020.57,-3969495.9,4395710.54,2.11,7.56,-3.81
101047,118035614721627,2,10,1854,66013.54,43.8010737,-120.6584315,5121.3,5140.5,1.73,1.55,0.87,1.28,0.76,-2353020.45,-3969495.52,4395710.34,1.74,7.34,-3.78
101050,118035658142652,2,10,1854,66013.59,43.8010748,-120.6584326,5120.89,5140.09,1.73,1.55,0.87,1.28,0.76,-2353020.33,-3969495.14,4395710.14,1.77,7.29,-3.6
101052,118035708187493,2,10,1854,66013.64,43.801076,-120.6584337,5120.46,5139.65,1.73,1.55,0.87,1.28,0.76,-2353020.2,-3969494.75,4395709.94,2.02,7.55,-3.8
101055,118035757745192,2,10,1854,66013.69,43.801077,-120.658435,5120.04,5139.24,1.73,1.55,0.87,1.28,0.76,-2353020.09,-3969494.37,4395709.73,1.76,7.47,-3.73
101057,118035808079037,2,10,1854,66013.74,43.8010785,-120.6584358,5119.62,5138.82,1.73,1.55,0.87,1.28,0.76,-2353019.93,-3969493.98,4395709.56,1.89,7.52,-3.73
101060,118035857226558,2,10,1854,66013.79,43.8010796,-120.6584372,5119.21,5138.41,1.73,1.55,0.87,1.28,0.76,-2353019.83,-3969493.59,4395709.37,1.69,7.53,-3.24
101062,118035907391736,2,10,1854,66013.84,43.8010816,-120.6584371,5118.76,5137.96,1.73,1.55,0.87,1.28,0.76,-2353019.58,-3969493.18,4395709.22,2.14,7.69,-3.33
101065,118035956922196,2,10,1854,66013.89,43.8010828,-120.6584386,5118.35,5137.55,1.73,1.55,0.87,1.28,0.76,-2353019.49,-3969492.78,4395709.03,1.3,7.29,-2.79
101067,118036010990594,2,10,1854,66013.94,43.801085,-120.6584383,5117.92,5137.12,1.73,1.55,0.87,1.28,0.76,-2353019.23,-3969492.39,4395708.9,1.82,7.46,-2.87
101070,118036056440927,2,10,1854,66013.99,43.8010862,-120.6584399,5117.51,5136.71,1.73,1.55,0.87,1.28,0.76,-2353019.14,-3969491.99,4395708.72,1.44,7.2,-2.43
101072,118036106695013,2,10,1854,66014.04,43.8010881,-120.6584402,5117.04,5136.24,1.73,1.55,0.87,1.28,0.76,-2353018.91,-3969491.55,4395708.55,1.78,7.37,-2.53
101075,118036156117848,2,10,1854,66014.09,43.8010894,-120.6584417,5116.64,5135.84,1.73,1.55,0.87,1.28,0.76,-2353018.82,-3969491.16,4395708.38,1.42,7.37,-2.65
101077,118036206716392,2,10,1854,66014.14,43.8010913,-120.6584423,5116.19,5135.39,1.73,1.55,0.87,1.28,0.76,-2353018.62,-3969490.74,4395708.21,1.69,7.5,-2.72
101080,118036255960433,2,10,1854,66014.19,43.8010929,-120.6584433,5115.77,5134.97,1.73,1.55,0.87,1.28,0.76,-2353018.47,-3969490.32,4395708.06,1.79,7.56,-2.73
101082,118036305806436,2,10,1854,66014.24,43.8010947,-120.6584442,5115.34,5134.54,1.73,1.55,0.87,1.28,0.76,-2353018.31,-3969489.9,4395707.9,1.96,7.66,-2.76
101085,118036355638891,2,10,1854,66014.29,43.8010961,-120.6584459,5114.95,5134.15,1.73,1.55,0.87,1.28,0.76,-2353018.22,-3969489.49,4395707.74,1.23,7.46,-2.64
101087,118036405638685,2,10,1854,66014.34,43.8010977,-120.6584473,5114.53,5133.73,1.73,1.55,0.87,1.28,0.76,-2353018.1,-3969489.08,4395707.58,1.37,7.55,-2.68
101090,118036455412123,2,10,1854,66014.39,43.8010991,-120.6584492,5114.15,5133.35,1.73,1.55,0.87,1.28,0.76,-2353018.04,-3969488.67,4395707.42,0.9,7.88,-2.76
101092,118036505248139,2,10,1854,66014.44,43.8011007,-120.6584506,5113.75,5132.95,1.73,1.55,0.87,1.28,0.76,-2353017.93,-3969488.25,4395707.28,1.67,7.9,-3.04
101095,118036554993571,2,10,1854,66014.49,43.8011021,-120.6584524,5113.35,5132.55,1.73,1.55,0.87,1.28,0.76,-2353017.85,-3969487.83,4395707.12,1.22,7.99,-2.99
101097,118036605045816,2,10,1854,66014.54,43.8011036,-120.6584543,5112.97,5132.17,1.73,1.55,0.87,1.28,0.76,-2353017.78,-3969487.42,4395706.97,0.46,7.62,-2.91
101100,118036654655616,2,10,1854,66014.59,43.8011049,-120.6584565,5112.59,5131.79,1.73,1.55,0.87,1.28,0.76,-2353017.74,-3969487.01,4395706.81,0.94,8.0,-3.02
101102,118036710138230,2,10,1854,66014.64,43.8011065,-120.6584583,5112.17,5131.37,1.73,1.55,0.87,1.28,0.76,-2353017.65,-3969486.57,4395706.65,1.24,8.15,-3.18
101105,118036767196184,2,10,1854,66014.69,43.801108,-120.6584602,5111.77,5130.97,1.73,1.55,0.87,1.28,0.76,-2353017.58,-3969486.14,4395706.5,1.27,8.18,-3.06
101107,118036809731482,2,10,1854,66014.74,43.8011093,-120.6584623,5111.4,5130.6,1.73,1.55,0.87,1.28,0.76,-2353017.53,-3969485.74,4395706.34,1.12,8.12,-3.03
101110,118036859303009,2,10,1854,66014.79,43.8011106,-120.6584642,5111.02,5130.22,1.73,1.55,0.87,1.28,0.76,-2353017.48,-3969485.34,4395706.19,1.18,8.03,-3.26
101112,118036909603819,2,10,1854,66014.84,43.801112,-120.6584663,5110.61,5129.81,1.73,1.55,0.87,1.28,0.76,-2353017.41,-3969484.91,4395706.01,1.09,8.04,-3.25
101115,118036958870000,2,10,1854,66014.89,43.8011134,-120.658468,5110.21,5129.41,1.73,1.55,0.87,1.28,0.76,-2353017.33,-3969484.5,4395705.85,0.89,8.03,-3.24
101117,118037013263160,2,10,1854,66014.94,43.8011146,-120.6584701,5109.81,5129.01,1.73,1.55,0.87,1.28,0.76,-2353017.28,-3969484.08,4395705.67,0.81,8.02,-3.24
101120,118037058257988,2,10,1854,66014.99,43.8011158,-120.6584721,5109.42,5128.62,1.73,1.55,0.87,1.28,0.76,-2353017.23,-3969483.68,4395705.5,1.17,8.32,-3.48
101122,118037108718874,2,10,1854,66015.04,43.8011169,-120.6584741,5109.04,5128.24,1.73,1.55,0.87,1.28,0.76,-2353017.19,-3969483.28,4395705.32,0.19,7.72,-3.38
101125,118037158068026,2,10,1854,66015.09,43.8011182,-120.658476,5108.66,5127.86,1.73,1.55,0.87,1.28,0.76,-2353017.13,-3969482.89,4395705.16,1.17,8.16,-3.37
101127,118037208109306,2,10,1854,66015.14,43.8011195,-120.6584777,5108.26,5127.46,1.73,1.55,0.87,1.28,0.76,-2353017.05,-3969482.48,4395704.99,1.31,7.9,-3.35
101130,118037257700878,2,10,1854,66015.19,43.8011208,-120.6584796,5107.88,5127.08,1.73,1.55,0.87,1.28,0.76,-2353016.98,-3969482.09,4395704.82,1.04,8.14,-3.18
101132,118037307937504,2,10,1854,66015.24,43.8011212,-120.6584826,5107.52,5126.72,1.73,1.55,0.87,1.28,0.76,-2353017.04,-3969481.71,4395704.62,0.7,7.97,-3.18
101135,118037357246707,2,10,1854,66015.29,43.8011225,-120.6584845,5107.15,5126.35,1.73,1.55,0.87,1.28,0.76,-2353016.99,-3969481.32,4395704.46,1.1,8.11,-3.57
101137,118037407306983,2,10,1854,66015.34,43.8011226,-120.6584882,5106.81,5126.01,1.73,1.55,0.87,1.28,0.76,-2353017.12,-3969480.96,4395704.24,0.55,7.89,-3.53
101140,118037456848479,2,10,1854,66015.39,43.8011237,-120.6584901,5106.47,5125.67,1.73,1.55,0.87,1.28,0.76,-2353017.09,-3969480.59,4395704.09,0.94,8.02,-3.96
